,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Total Attendance,Total Absence,Total,Attendance Rate
11509,8/9/2018,Educare,1,13,0,2,0,16,0,13,3,16,0.8125
11510,8/9/2018,Emerald Vista,5,57,4,12,1,32,47,57,22,79,0.7215189873417721
11511,8/9/2018,Esther Hobbs,2,38,0,4,1,45,0,38,7,45,0.8444444444444444
11512,8/9/2018,FH,0,93,1,2,0,96,0,93,3,96,0.96875
11513,8/9/2018,Foxdale,1,28,0,10,0,39,0,28,11,39,0.717948717948718
11514,8/9/2018,Glen Berry,1,25,1,5,0,24,8,25,7,32,0.78125
11515,8/9/2018,Goss,1,32,0,10,2,0,45,32,13,45,0.7111111111111111
11516,8/9/2018,Graham,5,48,1,3,0,25,32,48,9,57,0.8421052631578947
11517,8/9/2018,Grant,0,36,0,8,0,0,44,36,8,44,0.8181818181818182
11518,8/9/2018,Guy Emanuele,4,31,0,7,0,0,42,31,11,42,0.7380952380952381
11519,8/9/2018,Hesperian,4,36,1,2,5,0,48,36,12,48,0.75
11520,8/9/2018,Hillview,1,38,2,4,1,0,46,38,8,46,0.8260869565217391
11521,8/9/2018,Holbrook,2,67,0,3,2,42,32,67,7,74,0.9054054054054054
11522,8/9/2018,Hubbard,2,39,1,7,1,0,50,39,11,50,0.78
11523,8/9/2018,Kitayama,0,38,1,4,0,0,43,38,5,43,0.8837209302325582
11524,8/9/2018,Linda Vista,1,91,0,11,0,76,27,91,12,103,0.883495145631068
11525,8/9/2018,Logan,7,34,1,3,3,48,0,34,14,48,0.7083333333333334
11526,8/9/2018,Marie Kaiser,1,19,1,0,0,21,0,19,2,21,0.9047619047619048
11527,8/9/2018,Meadowfair,2,18,2,5,1,0,28,18,10,28,0.6428571428571429
11528,8/9/2018,Meyer,2,36,0,2,0,0,40,36,4,40,0.9
11529,8/9/2018,Paul Miller,8,63,5,6,3,43,42,63,22,85,0.7411764705882353
11530,8/9/2018,Pioneer,2,37,1,3,0,0,43,37,6,43,0.8604651162790697
11531,8/9/2018,Reach,0,20,1,0,0,21,0,20,1,21,0.9523809523809523
11532,8/9/2018,Royal Sunset,7,37,0,1,1,0,46,37,9,46,0.8043478260869565
11533,8/9/2018,Russo,1,25,2,6,0,0,34,25,9,34,0.7352941176470589
11534,8/9/2018,Ryan,3,18,0,0,0,21,0,18,3,21,0.8571428571428571
11535,8/9/2018,Schilling,1,42,0,9,0,22,30,42,10,52,0.8076923076923077
11536,8/9/2018,Searles,0,37,5,2,0,0,44,37,7,44,0.8409090909090909
11537,8/9/2018,Sharon Jones,4,48,0,0,3,24,31,48,7,55,0.8727272727272727
11538,8/9/2018,Unidos,3,32,0,8,1,44,0,32,12,44,0.7272727272727273
11539,8/9/2018,Valley Medical Center,1,57,1,6,0,65,0,57,8,65,0.8769230769230769
11540,8/9/2018,Washington Hospital,3,52,1,3,1,60,0,52,8,60,0.8666666666666667
11541,9/10/2018,Amador,3,71,0,6,4,54,30,71,13,84,0.8452380952380952
11542,9/10/2018,Arbuckle,2,40,0,10,1,53,0,40,13,53,0.7547169811320755
11543,9/10/2018,Baldwin Park,1,62,1,6,1,40,31,62,9,71,0.8732394366197183
11544,9/10/2018,Bay,0,41,0,6,0,0,47,41,6,47,0.8723404255319149
11545,9/10/2018,Carlson,0,29,0,1,0,18,12,29,1,30,0.9666666666666667
11546,9/10/2018,Castlemont,0,59,1,4,0,64,0,59,5,64,0.921875
11547,9/10/2018,Cesar Chavez,5,77,2,8,0,0,92,77,15,92,0.8369565217391305
11548,9/10/2018,Chynoweth,1,31,0,3,0,35,0,31,4,35,0.8857142857142857
11549,9/10/2018,Colonial Acres,1,36,0,8,0,0,45,36,9,45,0.8
11550,9/10/2018,Corvallis,0,47,0,0,1,0,48,47,1,48,0.9791666666666666
11551,9/10/2018,Cox,1,43,0,4,0,0,48,43,5,48,0.8958333333333334
11552,9/10/2018,Cureton,1,23,0,5,1,0,30,23,7,30,0.7666666666666667
11553,9/10/2018,Dayton,0,46,0,2,0,0,48,46,2,48,0.9583333333333334
11554,9/10/2018,Decoto,4,94,2,11,0,65,46,94,17,111,0.8468468468468469
11555,9/10/2018,Del Rey,0,39,1,5,0,0,45,39,6,45,0.8666666666666667
11556,9/10/2018,Delaine Eastin,2,24,1,1,0,21,7,24,4,28,0.8571428571428571
11557,9/10/2018,Dorsa,0,39,1,3,0,0,43,39,4,43,0.9069767441860465
11558,9/10/2018,Eden Palms,0,41,2,3,0,46,0,41,5,46,0.8913043478260869
11559,9/10/2018,Eden Youth,0,72,0,3,1,47,29,72,4,76,0.9473684210526315
11560,9/10/2018,Educare,5,42,3,2,0,26,26,42,10,52,0.8076923076923077
11561,9/10/2018,Emerald Vista,2,62,1,6,1,31,41,62,10,72,0.8611111111111112
11562,9/10/2018,Esther Hobbs,0,51,0,1,0,52,0,51,1,52,0.9807692307692307
11563,9/10/2018,FH,0,93,1,4,0,98,0,93,5,98,0.9489795918367347
11564,9/10/2018,Foxdale,3,26,3,7,0,39,0,26,13,39,0.6666666666666666
11565,9/10/2018,Glen Berry,1,27,0,1,1,23,7,27,3,30,0.9
11566,9/10/2018,Goss,0,38,0,4,1,0,43,38,5,43,0.8837209302325582
11567,9/10/2018,Graham,2,48,2,5,0,24,33,48,9,57,0.8421052631578947
11568,9/10/2018,Grant,0,43,0,4,0,0,47,43,4,47,0.9148936170212766
11569,9/10/2018,Guy Emanuele,1,37,0,2,0,0,40,37,3,40,0.925
11570,9/10/2018,Hesperian,1,46,0,2,0,0,49,46,3,49,0.9387755102040817
11571,9/10/2018,Hillview,1,39,0,6,2,0,48,39,9,48,0.8125
11572,9/10/2018,Holbrook,4,54,2,6,2,37,31,54,14,68,0.7941176470588235
11573,9/10/2018,Kitayama,2,37,0,5,0,0,44,37,7,44,0.8409090909090909
11574,9/10/2018,Linda Vista,3,94,1,12,0,77,33,94,16,110,0.8545454545454545
11575,9/10/2018,Logan,3,23,0,3,0,29,0,23,6,29,0.7931034482758621
11576,9/10/2018,Marie Kaiser,0,16,0,3,0,19,0,16,3,19,0.8421052631578947
11577,9/10/2018,Meadowfair,0,30,0,3,0,0,33,30,3,33,0.9090909090909091
11578,9/10/2018,Meyer,2,37,0,5,0,0,44,37,7,44,0.8409090909090909
11579,9/10/2018,Paul Miller,1,68,2,10,1,43,39,68,14,82,0.8292682926829268
11580,9/10/2018,Pioneer,1,38,1,3,0,0,43,38,5,43,0.8837209302325582
11581,9/10/2018,Reach,0,21,0,1,1,23,0,21,2,23,0.9130434782608695
11582,9/10/2018,Royal Sunset,2,38,0,3,0,0,43,38,5,43,0.8837209302325582
11583,9/10/2018,Russo,0,39,1,4,0,0,44,39,5,44,0.8863636363636364
11584,9/10/2018,Ryan,0,22,1,1,0,24,0,22,2,24,0.9166666666666666
11585,9/10/2018,Schilling,1,45,1,8,0,23,32,45,10,55,0.8181818181818182
11586,9/10/2018,Searles,0,41,0,2,0,0,43,41,2,43,0.9534883720930233
11587,9/10/2018,Sharon Jones,0,51,1,1,1,23,31,51,3,54,0.9444444444444444
11588,9/10/2018,Unidos,1,38,1,4,0,44,0,38,6,44,0.8636363636363636
11589,9/10/2018,Valley Medical Center,1,49,3,5,0,58,0,49,9,58,0.8448275862068966
11590,9/10/2018,Washington Hospital,1,54,2,3,1,61,0,54,7,61,0.8852459016393442
11591,9/11/2018,Amador,2,75,0,3,4,54,30,75,9,84,0.8928571428571429
11592,9/11/2018,Arbuckle,2,73,1,2,1,53,26,73,6,79,0.9240506329113924
11593,9/11/2018,Baldwin Park,0,67,1,6,0,43,31,67,7,74,0.9054054054054054
11594,9/11/2018,Bay,0,45,0,2,0,0,47,45,2,47,0.9574468085106383
11595,9/11/2018,Carlson,0,31,0,1,0,20,12,31,1,32,0.96875
11596,9/11/2018,Castlemont,1,60,2,2,1,66,0,60,6,66,0.9090909090909091
11597,9/11/2018,Cesar Chavez,3,78,2,8,0,0,91,78,13,91,0.8571428571428571
11598,9/11/2018,Chynoweth,1,31,0,3,0,35,0,31,4,35,0.8857142857142857
11599,9/11/2018,Colonial Acres,1,36,0,8,0,0,45,36,9,45,0.8
11600,9/11/2018,Corvallis,0,47,0,0,1,0,48,47,1,48,0.9791666666666666
11601,9/11/2018,Cox,2,43,0,3,0,0,48,43,5,48,0.8958333333333334
11602,9/11/2018,Cureton,1,50,0,6,1,0,58,50,8,58,0.8620689655172413
11603,9/11/2018,Dayton,0,47,0,1,0,0,48,47,1,48,0.9791666666666666
11604,9/11/2018,Decoto,7,94,1,7,1,65,45,94,16,110,0.8545454545454545
11605,9/11/2018,Del Rey,0,33,1,11,0,0,45,33,12,45,0.7333333333333333
11606,9/11/2018,Delaine Eastin,2,27,0,1,0,23,7,27,3,30,0.9
11607,9/11/2018,Dorsa,0,38,1,4,0,0,43,38,5,43,0.8837209302325582
11608,9/11/2018,Eden Palms,2,36,2,6,0,46,0,36,10,46,0.782608695652174
11609,9/11/2018,Eden Youth,1,72,0,3,0,47,29,72,4,76,0.9473684210526315
11610,9/11/2018,Educare,6,38,3,3,0,24,26,38,12,50,0.76
11611,9/11/2018,Emerald Vista,2,68,0,2,1,31,42,68,5,73,0.9315068493150684
11612,9/11/2018,Esther Hobbs,0,41,0,4,1,46,0,41,5,46,0.8913043478260869
11613,9/11/2018,FH,0,96,1,3,0,100,0,96,4,100,0.96
11614,9/11/2018,Foxdale,3,31,1,1,0,36,0,31,5,36,0.8611111111111112
11615,9/11/2018,Glen Berry,3,24,0,3,1,24,7,24,7,31,0.7741935483870968
11616,9/11/2018,Goss,0,38,0,4,1,0,43,38,5,43,0.8837209302325582
11617,9/11/2018,Graham,2,49,1,5,0,24,33,49,8,57,0.8596491228070176
11618,9/11/2018,Grant,1,43,0,4,0,0,48,43,5,48,0.8958333333333334
11619,9/11/2018,Guy Emanuele,1,35,0,4,0,0,40,35,5,40,0.875
11620,9/11/2018,Hesperian,3,43,0,3,0,0,49,43,6,49,0.8775510204081632
11621,9/11/2018,Hillview,2,41,0,5,0,0,48,41,7,48,0.8541666666666666
11622,9/11/2018,Holbrook,1,64,1,2,2,39,31,64,6,70,0.9142857142857143
11623,9/11/2018,Hubbard,3,45,1,8,0,0,57,45,12,57,0.7894736842105263
11624,9/11/2018,Kitayama,1,36,1,6,0,0,44,36,8,44,0.8181818181818182
11625,9/11/2018,Linda Vista,2,103,0,8,0,80,33,103,10,113,0.911504424778761
11626,9/11/2018,Logan,1,26,0,2,0,29,0,26,3,29,0.896551724137931
11627,9/11/2018,Marie Kaiser,0,17,0,2,0,19,0,17,2,19,0.8947368421052632
11628,9/11/2018,Meadowfair,0,27,0,6,0,0,33,27,6,33,0.8181818181818182
11629,9/11/2018,Meyer,2,38,0,4,0,0,44,38,6,44,0.8636363636363636
11630,9/11/2018,Paul Miller,1,76,0,4,1,43,39,76,6,82,0.926829268292683
11631,9/11/2018,Pioneer,1,38,1,3,0,0,43,38,5,43,0.8837209302325582
11632,9/11/2018,Reach,0,19,0,2,2,23,0,19,4,23,0.8260869565217391
11633,9/11/2018,Royal Sunset,2,35,0,6,0,0,43,35,8,43,0.813953488372093
11634,9/11/2018,Russo,0,38,1,5,0,0,44,38,6,44,0.8636363636363636
11635,9/11/2018,Ryan,0,22,1,1,0,24,0,22,2,24,0.9166666666666666
11636,9/11/2018,Schilling,0,45,1,8,0,22,32,45,9,54,0.8333333333333334
11637,9/11/2018,Searles,0,40,0,3,0,0,43,40,3,43,0.9302325581395349
11638,9/11/2018,Sharon Jones,0,51,0,2,1,23,31,51,3,54,0.9444444444444444
11639,9/11/2018,Unidos,0,40,0,3,0,43,0,40,3,43,0.9302325581395349
11640,9/11/2018,Valley Medical Center,3,53,0,3,0,59,0,53,6,59,0.8983050847457628
11641,9/11/2018,Washington Hospital,0,56,1,3,1,61,0,56,5,61,0.9180327868852459
11642,9/12/2018,Amador,4,74,0,2,4,54,30,74,10,84,0.8809523809523809
11643,9/12/2018,Arbuckle,3,68,1,7,0,53,26,68,11,79,0.8607594936708861
11644,9/12/2018,Baldwin Park,0,65,3,6,0,43,31,65,9,74,0.8783783783783784
11645,9/12/2018,Bay,0,46,0,1,0,0,47,46,1,47,0.9787234042553191
11646,9/12/2018,Carlson,0,31,1,0,0,20,12,31,1,32,0.96875
11647,9/12/2018,Castlemont,0,60,1,5,0,66,0,60,6,66,0.9090909090909091
11648,9/12/2018,Cesar Chavez,6,73,0,12,0,0,91,73,18,91,0.8021978021978022
11649,9/12/2018,Chynoweth,1,33,0,2,0,36,0,33,3,36,0.9166666666666666
11650,9/12/2018,Colonial Acres,0,39,0,6,0,0,45,39,6,45,0.8666666666666667
11651,9/12/2018,Corvallis,0,46,0,1,0,0,47,46,1,47,0.9787234042553191
11652,9/12/2018,Cox,0,45,0,3,0,0,48,45,3,48,0.9375
11653,9/12/2018,Cureton,1,50,0,6,1,0,58,50,8,58,0.8620689655172413
11654,9/12/2018,Dayton,0,46,0,2,0,0,48,46,2,48,0.9583333333333334
11655,9/12/2018,Decoto,6,97,1,6,0,65,45,97,13,110,0.8818181818181818
11656,9/12/2018,Del Rey,0,38,1,7,0,0,46,38,8,46,0.8260869565217391
11657,9/12/2018,Delaine Eastin,3,25,1,1,0,23,7,25,5,30,0.8333333333333334
11658,9/12/2018,Dorsa,0,38,1,4,0,0,43,38,5,43,0.8837209302325582
11659,9/12/2018,Eden Palms,0,39,1,5,0,45,0,39,6,45,0.8666666666666667
11660,9/12/2018,Eden Youth,0,76,0,0,0,47,29,76,0,76,1.0
11661,9/12/2018,Educare,3,44,3,4,0,27,27,44,10,54,0.8148148148148148
11662,9/12/2018,Emerald Vista,1,67,0,4,1,31,42,67,6,73,0.9178082191780822
11663,9/12/2018,Esther Hobbs,1,48,1,3,0,53,0,48,5,53,0.9056603773584906
11664,9/12/2018,FH,0,96,0,1,0,97,0,96,1,97,0.9896907216494846
11665,9/12/2018,Foxdale,4,30,1,1,0,36,0,30,6,36,0.8333333333333334
11666,9/12/2018,Glen Berry,1,27,0,1,0,22,7,27,2,29,0.9310344827586207
11667,9/12/2018,Goss,0,39,0,3,1,0,43,39,4,43,0.9069767441860465
11668,9/12/2018,Graham,2,50,1,4,0,24,33,50,7,57,0.8771929824561403
11669,9/12/2018,Grant,1,41,0,5,0,0,47,41,6,47,0.8723404255319149
11670,9/12/2018,Guy Emanuele,0,33,0,7,0,0,40,33,7,40,0.825
11671,9/12/2018,Hesperian,2,44,0,3,0,0,49,44,5,49,0.8979591836734694
11672,9/12/2018,Hillview,0,42,0,6,0,0,48,42,6,48,0.875
11673,9/12/2018,Holbrook,0,65,0,3,2,39,31,65,5,70,0.9285714285714286
11674,9/12/2018,Hubbard,3,40,1,13,0,0,57,40,17,57,0.7017543859649122
11675,9/12/2018,Kitayama,1,40,0,3,0,0,44,40,4,44,0.9090909090909091
11676,9/12/2018,Linda Vista,3,103,0,7,0,80,33,103,10,113,0.911504424778761
11677,9/12/2018,Logan,1,26,0,2,0,29,0,26,3,29,0.896551724137931
11678,9/12/2018,Marie Kaiser,1,17,0,1,0,19,0,17,2,19,0.8947368421052632
11679,9/12/2018,Meadowfair,0,28,0,5,0,0,33,28,5,33,0.8484848484848485
11680,9/12/2018,Meyer,1,38,0,5,0,0,44,38,6,44,0.8636363636363636
11681,9/12/2018,Paul Miller,0,77,2,2,1,43,39,77,5,82,0.9390243902439024
11682,9/12/2018,Pioneer,0,40,1,2,0,0,43,40,3,43,0.9302325581395349
11683,9/12/2018,Reach,0,20,1,1,1,23,0,20,3,23,0.8695652173913043
11684,9/12/2018,Royal Sunset,1,37,0,5,0,0,43,37,6,43,0.8604651162790697
11685,9/12/2018,Russo,0,41,1,2,0,0,44,41,3,44,0.9318181818181818
11686,9/12/2018,Ryan,0,23,1,0,0,24,0,23,1,24,0.9583333333333334
11687,9/12/2018,Schilling,0,49,1,5,0,23,32,49,6,55,0.8909090909090909
11688,9/12/2018,Searles,0,41,0,2,0,0,43,41,2,43,0.9534883720930233
11689,9/12/2018,Sharon Jones,0,49,0,3,2,23,31,49,5,54,0.9074074074074074
11690,9/12/2018,Unidos,0,37,1,6,0,44,0,37,7,44,0.8409090909090909
11691,9/12/2018,Valley Medical Center,2,51,1,5,0,59,0,51,8,59,0.864406779661017
11692,9/12/2018,Washington Hospital,0,60,1,0,0,61,0,60,1,61,0.9836065573770492
11693,9/13/2018,Amador,5,68,0,6,5,54,30,68,16,84,0.8095238095238095
11694,9/13/2018,Arbuckle,0,71,1,5,0,51,26,71,6,77,0.922077922077922
11695,9/13/2018,Baldwin Park,0,64,1,9,0,43,31,64,10,74,0.8648648648648649
11696,9/13/2018,Bay,0,40,0,7,0,0,47,40,7,47,0.851063829787234
11697,9/13/2018,Carlson,0,32,0,0,0,20,12,32,0,32,1.0
11698,9/13/2018,Castlemont,0,59,1,6,0,66,0,59,7,66,0.8939393939393939
11699,9/13/2018,Cesar Chavez,1,85,0,5,0,0,91,85,6,91,0.9340659340659341
11700,9/13/2018,Chynoweth,0,32,1,3,0,36,0,32,4,36,0.8888888888888888
11701,9/13/2018,Colonial Acres,1,38,0,6,0,0,45,38,7,45,0.8444444444444444
11702,9/13/2018,Corvallis,1,40,0,6,0,0,47,40,7,47,0.851063829787234
11703,9/13/2018,Cox,2,43,0,3,0,0,48,43,5,48,0.8958333333333334
11704,9/13/2018,Cureton,2,46,0,10,0,0,58,46,12,58,0.7931034482758621
11705,9/13/2018,Dayton,0,43,0,5,0,0,48,43,5,48,0.8958333333333334
11706,9/13/2018,Decoto,6,93,0,8,2,64,45,93,16,109,0.8532110091743119
11707,9/13/2018,Del Rey,0,41,1,4,0,0,46,41,5,46,0.8913043478260869
11708,9/13/2018,Delaine Eastin,3,26,1,1,0,23,8,26,5,31,0.8387096774193549
11709,9/13/2018,Dorsa,0,34,1,8,0,0,43,34,9,43,0.7906976744186046
11710,9/13/2018,Eden Palms,0,40,2,4,0,46,0,40,6,46,0.8695652173913043
11711,9/13/2018,Eden Youth,0,75,0,1,0,47,29,75,1,76,0.9868421052631579
11712,9/13/2018,Educare,4,40,3,5,0,25,27,40,12,52,0.7692307692307693
11713,9/13/2018,Emerald Vista,3,66,0,6,1,32,44,66,10,76,0.868421052631579
11714,9/13/2018,Esther Hobbs,1,43,0,3,0,47,0,43,4,47,0.9148936170212766
11715,9/13/2018,FH,1,94,0,2,0,97,0,94,3,97,0.9690721649484536
11716,9/13/2018,Foxdale,3,30,1,2,0,36,0,30,6,36,0.8333333333333334
11717,9/13/2018,Glen Berry,1,27,0,2,0,23,7,27,3,30,0.9
11718,9/13/2018,Goss,0,33,0,9,1,0,43,33,10,43,0.7674418604651163
11719,9/13/2018,Graham,3,53,1,0,0,24,33,53,4,57,0.9298245614035088
11720,9/13/2018,Grant,1,43,0,3,0,0,47,43,4,47,0.9148936170212766
11721,9/13/2018,Guy Emanuele,1,34,0,4,1,0,40,34,6,40,0.85
11722,9/13/2018,Hesperian,1,44,0,4,0,0,49,44,5,49,0.8979591836734694
11723,9/13/2018,Hillview,0,40,0,8,0,0,48,40,8,48,0.8333333333333334
11724,9/13/2018,Holbrook,0,61,3,4,0,39,29,61,7,68,0.8970588235294118
11725,9/13/2018,Hubbard,3,41,1,12,0,0,57,41,16,57,0.7192982456140351
11726,9/13/2018,Kitayama,5,37,0,2,0,0,44,37,7,44,0.8409090909090909
11727,9/13/2018,Linda Vista,2,105,0,5,0,79,33,105,7,112,0.9375
11728,9/13/2018,Logan,1,27,0,1,0,29,0,27,2,29,0.9310344827586207
11729,9/13/2018,Marie Kaiser,0,20,0,0,0,20,0,20,0,20,1.0
11730,9/13/2018,Meadowfair,0,28,0,5,0,0,33,28,5,33,0.8484848484848485
11731,9/13/2018,Meyer,2,37,0,5,0,0,44,37,7,44,0.8409090909090909
11732,9/13/2018,Paul Miller,2,75,2,3,0,43,39,75,7,82,0.9146341463414634
11733,9/13/2018,Pioneer,0,40,0,2,0,0,42,40,2,42,0.9523809523809523
11734,9/13/2018,Reach,0,20,1,0,0,21,0,20,1,21,0.9523809523809523
11735,9/13/2018,Royal Sunset,1,34,1,7,0,0,43,34,9,43,0.7906976744186046
11736,9/13/2018,Russo,0,37,3,4,0,0,44,37,7,44,0.8409090909090909
11737,9/13/2018,Ryan,0,22,1,0,0,23,0,22,1,23,0.9565217391304348
11738,9/13/2018,Schilling,0,48,1,5,0,22,32,48,6,54,0.8888888888888888
11739,9/13/2018,Searles,0,42,0,1,0,0,43,42,1,43,0.9767441860465116
11740,9/13/2018,Sharon Jones,0,44,0,8,2,23,31,44,10,54,0.8148148148148148
11741,9/13/2018,Unidos,0,37,0,7,0,44,0,37,7,44,0.8409090909090909
11742,9/13/2018,Valley Medical Center,3,50,1,4,0,58,0,50,8,58,0.8620689655172413
11743,9/13/2018,Washington Hospital,1,55,3,2,0,61,0,55,6,61,0.9016393442622951
11744,9/14/2018,Amador,4,67,0,6,6,53,30,67,16,83,0.8072289156626506
11745,9/14/2018,Arbuckle,3,66,1,9,0,53,26,66,13,79,0.8354430379746836
11746,9/14/2018,Baldwin Park,1,67,1,5,0,43,31,67,7,74,0.9054054054054054
11747,9/14/2018,Bay,0,39,0,8,0,0,47,39,8,47,0.8297872340425532
11748,9/14/2018,Carlson,0,30,1,1,0,20,12,30,2,32,0.9375
11749,9/14/2018,Castlemont,0,58,1,7,0,66,0,58,8,66,0.8787878787878788
11750,9/14/2018,Cesar Chavez,3,79,0,9,0,0,91,79,12,91,0.8681318681318682
11751,9/14/2018,Chynoweth,0,30,0,4,0,34,0,30,4,34,0.8823529411764706
11752,9/14/2018,Colonial Acres,0,39,0,6,0,0,45,39,6,45,0.8666666666666667
11753,9/14/2018,Corvallis,1,42,0,4,0,0,47,42,5,47,0.8936170212765957
11754,9/14/2018,Cox,3,39,0,6,0,0,48,39,9,48,0.8125
11755,9/14/2018,Cureton,2,47,0,9,0,0,58,47,11,58,0.8103448275862069
11756,9/14/2018,Dayton,0,46,0,2,0,0,48,46,2,48,0.9583333333333334
11757,9/14/2018,Decoto,4,91,0,12,2,64,45,91,18,109,0.8348623853211009
11758,9/14/2018,Del Rey,0,39,1,6,0,0,46,39,7,46,0.8478260869565217
11759,9/14/2018,Delaine Eastin,3,24,2,2,0,23,8,24,7,31,0.7741935483870968
11760,9/14/2018,Dorsa,0,35,0,7,0,0,42,35,7,42,0.8333333333333334
11761,9/14/2018,Eden Palms,0,41,1,2,0,44,0,41,3,44,0.9318181818181818
11762,9/14/2018,Eden Youth,0,70,0,6,0,47,29,70,6,76,0.9210526315789473
11763,9/14/2018,Educare,2,42,4,6,0,27,27,42,12,54,0.7777777777777778
11764,9/14/2018,Emerald Vista,3,67,0,3,1,30,44,67,7,74,0.9054054054054054
11765,9/14/2018,Esther Hobbs,1,44,0,6,1,52,0,44,8,52,0.8461538461538461
11766,9/14/2018,FH,0,93,0,3,0,96,0,93,3,96,0.96875
11767,9/14/2018,Foxdale,3,29,1,3,0,36,0,29,7,36,0.8055555555555556
11768,9/14/2018,Glen Berry,4,22,0,3,0,22,7,22,7,29,0.7586206896551724
11769,9/14/2018,Goss,0,32,0,9,2,0,43,32,11,43,0.7441860465116279
11770,9/14/2018,Graham,3,48,1,3,2,24,33,48,9,57,0.8421052631578947
11771,9/14/2018,Grant,1,41,0,4,0,0,46,41,5,46,0.8913043478260869
11772,9/14/2018,Guy Emanuele,3,27,0,9,1,0,40,27,13,40,0.675
11773,9/14/2018,Hesperian,0,44,0,5,0,0,49,44,5,49,0.8979591836734694
11774,9/14/2018,Hillview,0,39,0,8,1,0,48,39,9,48,0.8125
11775,9/14/2018,Holbrook,2,52,4,9,0,38,29,52,15,67,0.7761194029850746
11776,9/14/2018,Hubbard,3,40,1,13,0,0,57,40,17,57,0.7017543859649122
11777,9/14/2018,Kitayama,2,38,0,4,0,0,44,38,6,44,0.8636363636363636
11778,9/14/2018,Linda Vista,3,100,0,8,0,78,33,100,11,111,0.9009009009009009
11779,9/14/2018,Logan,2,25,0,1,0,28,0,25,3,28,0.8928571428571429
11780,9/14/2018,Marie Kaiser,2,18,0,0,0,20,0,18,2,20,0.9
11781,9/14/2018,Meadowfair,0,28,0,5,0,0,33,28,5,33,0.8484848484848485
11782,9/14/2018,Meyer,3,35,0,6,0,0,44,35,9,44,0.7954545454545454
11783,9/14/2018,Paul Miller,3,75,2,2,0,43,39,75,7,82,0.9146341463414634
11784,9/14/2018,Pioneer,0,37,0,5,0,0,42,37,5,42,0.8809523809523809
11785,9/14/2018,Reach,0,18,1,2,0,21,0,18,3,21,0.8571428571428571
11786,9/14/2018,Royal Sunset,1,35,1,6,0,0,43,35,8,43,0.813953488372093
11787,9/14/2018,Russo,0,37,3,4,0,0,44,37,7,44,0.8409090909090909
11788,9/14/2018,Ryan,0,21,1,2,0,24,0,21,3,24,0.875
11789,9/14/2018,Schilling,0,48,2,5,0,23,32,48,7,55,0.8727272727272727
11790,9/14/2018,Searles,0,38,0,5,0,0,43,38,5,43,0.8837209302325582
11791,9/14/2018,Sharon Jones,0,48,0,5,1,23,31,48,6,54,0.8888888888888888
11792,9/14/2018,Unidos,0,35,0,9,0,44,0,35,9,44,0.7954545454545454
11793,9/14/2018,Valley Medical Center,1,51,2,4,0,58,0,51,7,58,0.8793103448275862
11794,9/14/2018,Washington Hospital,2,54,0,2,1,59,0,54,5,59,0.9152542372881356
11795,9/17/2018,Amador,3,77,0,1,4,56,29,77,8,85,0.9058823529411765
11796,9/17/2018,Arbuckle,0,47,1,5,0,53,0,47,6,53,0.8867924528301887
11797,9/17/2018,Baldwin Park,1,63,3,6,0,41,32,63,10,73,0.863013698630137
11798,9/17/2018,Bay,0,44,0,3,0,0,47,44,3,47,0.9361702127659575
11799,9/17/2018,Carlson,2,23,0,6,0,19,12,23,8,31,0.7419354838709677
11800,9/17/2018,Castlemont,3,54,1,6,0,64,0,54,10,64,0.84375
11801,9/17/2018,Cesar Chavez,2,81,1,8,1,0,93,81,12,93,0.8709677419354839
11802,9/17/2018,Chynoweth,1,30,0,4,0,35,0,30,5,35,0.8571428571428571
11803,9/17/2018,Colonial Acres,0,42,0,3,0,0,45,42,3,45,0.9333333333333333
11804,9/17/2018,Corvallis,1,46,0,1,0,0,48,46,2,48,0.9583333333333334
11805,9/17/2018,Cox,2,35,0,11,0,0,48,35,13,48,0.7291666666666666
11806,9/17/2018,Cureton,2,23,0,3,0,0,28,23,5,28,0.8214285714285714
11807,9/17/2018,Dayton,0,45,0,3,0,0,48,45,3,48,0.9375
11808,9/17/2018,Decoto,4,93,1,10,2,65,45,93,17,110,0.8454545454545455
11809,9/17/2018,Del Rey,0,42,0,3,0,0,45,42,3,45,0.9333333333333333
11810,9/17/2018,Delaine Eastin,4,21,3,1,0,21,8,21,8,29,0.7241379310344828
11811,9/17/2018,Dorsa,0,34,0,8,0,0,42,34,8,42,0.8095238095238095
11812,9/17/2018,Eden Palms,0,41,1,4,0,46,0,41,5,46,0.8913043478260869
11813,9/17/2018,Eden Youth,0,67,0,9,0,47,29,67,9,76,0.881578947368421
11814,9/17/2018,Educare,2,43,3,5,0,26,27,43,10,53,0.8113207547169812
11815,9/17/2018,Emerald Vista,4,60,2,8,1,31,44,60,15,75,0.8
11816,9/17/2018,Esther Hobbs,3,44,1,3,2,53,0,44,9,53,0.8301886792452831
11817,9/17/2018,FH,0,92,1,4,0,97,0,92,5,97,0.9484536082474226
11818,9/17/2018,Foxdale,3,29,0,4,0,36,0,29,7,36,0.8055555555555556
11819,9/17/2018,Glen Berry,1,24,0,5,0,23,7,24,6,30,0.8
11820,9/17/2018,Goss,0,34,0,7,2,0,43,34,9,43,0.7906976744186046
11821,9/17/2018,Graham,3,41,2,8,2,24,32,41,15,56,0.7321428571428571
